analysis_id,analysis_name,database_id,statistic,value,proportion,spec,evaluate_threshold,threshold,status,fail
14,DPP4I main_SGLT2I main_Acute myocardial infarction,truven_mdcd_2359_20230215,propWithRaceCriteria,35253950,1.00000028365624,"8527, 8516, 0",1,0.05,pass,0
14,DPP4I main_SGLT2I main_Acute myocardial infarction,truven_mdcd_2359_20230215,propWithRequiredComparatorConcepts,171320,0.00485959867180803,SGLT2I main,2,0,pass,0
14,DPP4I main_SGLT2I main_Acute myocardial infarction,truven_mdcd_2359_20230215,propWithRequiredDomain,24765830,0.702498217220543,"condition, drug",1,0.05,pass,0
14,DPP4I main_SGLT2I main_Acute myocardial infarction,truven_mdcd_2359_20230215,propWithRequiredOutcomeConcepts,644730,0.0182881686415759,Acute myocardial infarction,2,0,pass,0
14,DPP4I main_SGLT2I main_Acute myocardial infarction,truven_mdcd_2359_20230215,propWithRequiredTargetConcepts,249690,0.00708261261010826,DPP4I main,2,0,pass,0
14,DPP4I main_SGLT2I main_Acute myocardial infarction,truven_mdcd_2359_20230215,minSampleSize,36976,0.00104885299492839,> 1000,1,0,pass,0
14,DPP4I main_SGLT2I main_Acute myocardial infarction,truven_mdcd_2359_20230215,maxSampleSize,171320,0.00485959867180803,> 1000,1,1000,pass,0
15,DPP4I main_SU main_Acute myocardial infarction,truven_mdcd_2359_20230215,propWithCalendarTime,35253996.0113345,1.00000158879644,200601-202206,1,0.05,pass,0
15,DPP4I main_SU main_Acute myocardial infarction,truven_mdcd_2359_20230215,propInAgeRange,24966780,0.708198289325959,age 18 - age 100,1,0.05,pass,0
15,DPP4I main_SU main_Acute myocardial infarction,truven_mdcd_2359_20230215,propWithAgeAtFirstObs,17953950,0.509274991674689,age 18 - age 100,1,0.01,pass,0
15,DPP4I main_SU main_Acute myocardial infarction,truven_mdcd_2359_20230215,propWithEthnicityCriteria,35253950,1.00000028365624,"0, 38003563",1,0.05,pass,0
15,DPP4I main_SU main_Acute myocardial infarction,truven_mdcd_2359_20230215,propWithGenderCriteria,35253940,1,"8507, 8532",1,0.05,pass,0
15,DPP4I main_SU main_Acute myocardial infarction,truven_mdcd_2359_20230215,propWithLongitudinalCriteria,30030910,0.85184549585096,365  days,1,0.05,pass,0
15,DPP4I main_SU main_Acute myocardial infarction,truven_mdcd_2359_20230215,propWithRaceCriteria,35253950,1.00000028365624,"8527, 8516, 0",1,0.05,pass,0
15,DPP4I main_SU main_Acute myocardial infarction,truven_mdcd_2359_20230215,propWithRequiredComparatorConcepts,664520,0.0188495243368543,SU main,2,0,pass,0
15,DPP4I main_SU main_Acute myocardial infarction,truven_mdcd_2359_20230215,propWithRequiredDomain,24765830,0.702498217220543,"condition, drug",1,0.05,pass,0
15,DPP4I main_SU main_Acute myocardial infarction,truven_mdcd_2359_20230215,propWithRequiredOutcomeConcepts,644730,0.0182881686415759,Acute myocardial infarction,2,0,pass,0
15,DPP4I main_SU main_Acute myocardial infarction,truven_mdcd_2359_20230215,propWithRequiredTargetConcepts,249690,0.00708261261010826,DPP4I main,2,0,pass,0
15,DPP4I main_SU main_Acute myocardial infarction,truven_mdcd_2359_20230215,minSampleSize,53891,0.00152864875264809,> 1000,1,0,pass,0
15,DPP4I main_SU main_Acute myocardial infarction,truven_mdcd_2359_20230215,maxSampleSize,249690,0.00708261261010826,> 1000,1,1000,pass,0
16,GLP1RA main_SGLT2I main_Acute myocardial infarction,truven_mdcd_2359_20230215,propWithCalendarTime,35253996.0113345,1.00000158879644,200601-202206,1,0.05,pass,0
16,GLP1RA main_SGLT2I main_Acute myocardial infarction,truven_mdcd_2359_20230215,propInAgeRange,24966780,0.708198289325959,age 18 - age 100,1,0.05,pass,0
16,GLP1RA main_SGLT2I main_Acute myocardial infarction,truven_mdcd_2359_20230215,propWithAgeAtFirstObs,17953950,0.509274991674689,age 18 - age 100,1,0.01,pass,0
16,GLP1RA main_SGLT2I main_Acute myocardial infarction,truven_mdcd_2359_20230215,propWithEthnicityCriteria,35253950,1.00000028365624,"0, 38003563",1,0.05,pass,0
16,GLP1RA main_SGLT2I main_Acute myocardial infarction,truven_mdcd_2359_20230215,propWithGenderCriteria,35253940,1,"8507, 8532",1,0.05,pass,0
16,GLP1RA main_SGLT2I main_Acute myocardial infarction,truven_mdcd_2359_20230215,propWithLongitudinalCriteria,30030910,0.85184549585096,365  days,1,0.05,pass,0
16,GLP1RA main_SGLT2I main_Acute myocardial infarction,truven_mdcd_2359_20230215,propWithRaceCriteria,35253950,1.00000028365624,"8527, 8516, 0",1,0.05,pass,0
16,GLP1RA main_SGLT2I main_Acute myocardial infarction,truven_mdcd_2359_20230215,propWithRequiredComparatorConcepts,171320,0.00485959867180803,SGLT2I main,2,0,pass,0
16,GLP1RA main_SGLT2I main_Acute myocardial infarction,truven_mdcd_2359_20230215,propWithRequiredDomain,24765830,0.702498217220543,"condition, drug",1,0.05,pass,0
16,GLP1RA main_SGLT2I main_Acute myocardial infarction,truven_mdcd_2359_20230215,propWithRequiredOutcomeConcepts,644730,0.0182881686415759,Acute myocardial infarction,2,0,pass,0
16,GLP1RA main_SGLT2I main_Acute myocardial infarction,truven_mdcd_2359_20230215,propWithRequiredTargetConcepts,269180,0.00763545861824239,GLP1RA main,2,0,pass,0
16,GLP1RA main_SGLT2I main_Acute myocardial infarction,truven_mdcd_2359_20230215,minSampleSize,36976,0.00104885299492839,> 1000,1,0,pass,0
16,GLP1RA main_SGLT2I main_Acute myocardial infarction,truven_mdcd_2359_20230215,maxSampleSize,171320,0.00485959867180803,> 1000,1,1000,pass,0
17,GLP1RA main_SU main_Acute myocardial infarction,truven_mdcd_2359_20230215,propWithCalendarTime,35253996.0113345,1.00000158879644,200601-202206,1,0.05,pass,0
17,GLP1RA main_SU main_Acute myocardial infarction,truven_mdcd_2359_20230215,propInAgeRange,24966780,0.708198289325959,age 18 - age 100,1,0.05,pass,0
17,GLP1RA main_SU main_Acute myocardial infarction,truven_mdcd_2359_20230215,propWithAgeAtFirstObs,17953950,0.509274991674689,age 18 - age 100,1,0.01,pass,0
17,GLP1RA main_SU main_Acute myocardial infarction,truven_mdcd_2359_20230215,propWithEthnicityCriteria,35253950,1.00000028365624,"0, 38003563",1,0.05,pass,0
17,GLP1RA main_SU main_Acute myocardial infarction,truven_mdcd_2359_20230215,propWithGenderCriteria,35253940,1,"8507, 8532",1,0.05,pass,0
17,GLP1RA main_SU main_Acute myocardial infarction,truven_mdcd_2359_20230215,propWithLongitudinalCriteria,30030910,0.85184549585096,365  days,1,0.05,pass,0
17,GLP1RA main_SU main_Acute myocardial infarction,truven_mdcd_2359_20230215,propWithRaceCriteria,35253950,1.00000028365624,"8527, 8516, 0",1,0.05,pass,0
17,GLP1RA main_SU main_Acute myocardial infarction,truven_mdcd_2359_20230215,propWithRequiredComparatorConcepts,664520,0.0188495243368543,SU main,2,0,pass,0
17,GLP1RA main_SU main_Acute myocardial infarction,truven_mdcd_2359_20230215,propWithRequiredDomain,24765830,0.702498217220543,"condition, drug",1,0.05,pass,0
17,GLP1RA main_SU main_Acute myocardial infarction,truven_mdcd_2359_20230215,propWithRequiredOutcomeConcepts,644730,0.0182881686415759,Acute myocardial infarction,2,0,pass,0
17,GLP1RA main_SU main_Acute myocardial infarction,truven_mdcd_2359_20230215,propWithRequiredTargetConcepts,269180,0.00763545861824239,GLP1RA main,2,0,pass,0
17,GLP1RA main_SU main_Acute myocardial infarction,truven_mdcd_2359_20230215,minSampleSize,58097,0.00164797016795952,> 1000,1,0,pass,0
17,GLP1RA main_SU main_Acute myocardial infarction,truven_mdcd_2359_20230215,maxSampleSize,269180,0.00763545861824239,> 1000,1,1000,pass,0
18,SGLT2I main_SU main_Acute myocardial infarction,truven_mdcd_2359_20230215,propWithCalendarTime,35253996.0113345,1.00000158879644,200601-202206,1,0.05,pass,0
18,SGLT2I main_SU main_Acute myocardial infarction,truven_mdcd_2359_20230215,propInAgeRange,24966780,0.708198289325959,age 18 - age 100,1,0.05,pass,0
18,SGLT2I main_SU main_Acute myocardial infarction,truven_mdcd_2359_20230215,propWithAgeAtFirstObs,17953950,0.509274991674689,age 18 - age 100,1,0.01,pass,0
18,SGLT2I main_SU main_Acute myocardial infarction,truven_mdcd_2359_20230215,propWithEthnicityCriteria,35253950,1.00000028365624,"0, 38003563",1,0.05,pass,0
18,SGLT2I main_SU main_Acute myocardial infarction,truven_mdcd_2359_20230215,propWithGenderCriteria,35253940,1,"8507, 8532",1,0.05,pass,0
18,SGLT2I main_SU main_Acute myocardial infarction,truven_mdcd_2359_20230215,propWithLongitudinalCriteria,30030910,0.85184549585096,365  days,1,0.05,pass,0
18,SGLT2I main_SU main_Acute myocardial infarction,truven_mdcd_2359_20230215,propWithRaceCriteria,35253950,1.00000028365624,"8527, 8516, 0",1,0.05,pass,0
18,SGLT2I main_SU main_Acute myocardial infarction,truven_mdcd_2359_20230215,propWithRequiredComparatorConcepts,664520,0.0188495243368543,SU main,2,0,pass,0
18,SGLT2I main_SU main_Acute myocardial infarction,truven_mdcd_2359_20230215,propWithRequiredDomain,24765830,0.702498217220543,"condition, drug",1,0.05,pass,0
18,SGLT2I main_SU main_Acute myocardial infarction,truven_mdcd_2359_20230215,propWithRequiredOutcomeConcepts,644730,0.0182881686415759,Acute myocardial infarction,2,0,pass,0
18,SGLT2I main_SU main_Acute myocardial infarction,truven_mdcd_2359_20230215,propWithRequiredTargetConcepts,171320,0.00485959867180803,SGLT2I main,2,0,pass,0
18,SGLT2I main_SU main_Acute myocardial infarction,truven_mdcd_2359_20230215,minSampleSize,36976,0.00104885299492839,> 1000,1,0,pass,0
18,SGLT2I main_SU main_Acute myocardial infarction,truven_mdcd_2359_20230215,maxSampleSize,171320,0.00485959867180803,> 1000,1,1000,pass,0
19,DPP4I main_GLP1RA main_Acute renal failure,truven_mdcd_2359_20230215,propWithCalendarTime,35253996.0113345,1.00000158879644,200601-202206,1,0.05,pass,0
19,DPP4I main_GLP1RA main_Acute renal failure,truven_mdcd_2359_20230215,propInAgeRange,24966780,0.708198289325959,age 18 - age 100,1,0.05,pass,0
19,DPP4I main_GLP1RA main_Acute renal failure,truven_mdcd_2359_20230215,propWithAgeAtFirstObs,17953950,0.509274991674689,age 18 - age 100,1,0.01,pass,0
19,DPP4I main_GLP1RA main_Acute renal failure,truven_mdcd_2359_20230215,propWithEthnicityCriteria,35253950,1.00000028365624,"0, 38003563",1,0.05,pass,0
19,DPP4I main_GLP1RA main_Acute renal failure,truven_mdcd_2359_20230215,propWithGenderCriteria,35253940,1,"8507, 8532",1,0.05,pass,0
19,DPP4I main_GLP1RA main_Acute renal failure,truven_mdcd_2359_20230215,propWithLongitudinalCriteria,30030910,0.85184549585096,365  days,1,0.05,pass,0
19,DPP4I main_GLP1RA main_Acute renal failure,truven_mdcd_2359_20230215,propWithRaceCriteria,35253950,1.00000028365624,"8527, 8516, 0",1,0.05,pass,0
19,DPP4I main_GLP1RA main_Acute renal failure,truven_mdcd_2359_20230215,propWithRequiredComparatorConcepts,269180,0.00763545861824239,GLP1RA main,2,0,pass,0
19,DPP4I main_GLP1RA main_Acute renal failure,truven_mdcd_2359_20230215,propWithRequiredDomain,24765830,0.702498217220543,"condition, drug",1,0.05,pass,0
19,DPP4I main_GLP1RA main_Acute renal failure,truven_mdcd_2359_20230215,propWithRequiredOutcomeConcepts,1336350,0.0379064013837886,Acute renal failure,2,0,pass,0
19,DPP4I main_GLP1RA main_Acute renal failure,truven_mdcd_2359_20230215,propWithRequiredTargetConcepts,249690,0.00708261261010826,DPP4I main,2,0,pass,0
19,DPP4I main_GLP1RA main_Acute renal failure,truven_mdcd_2359_20230215,minSampleSize,53891,0.00152864875264809,> 1000,1,0,pass,0
19,DPP4I main_GLP1RA main_Acute renal failure,truven_mdcd_2359_20230215,maxSampleSize,249690,0.00708261261010826,> 1000,1,1000,pass,0
20,DPP4I main_SGLT2I main_Acute renal failure,truven_mdcd_2359_20230215,propWithCalendarTime,35253996.0113345,1.00000158879644,200601-202206,1,0.05,pass,0
20,DPP4I main_SGLT2I main_Acute renal failure,truven_mdcd_2359_20230215,propInAgeRange,24966780,0.708198289325959,age 18 - age 100,1,0.05,pass,0
20,DPP4I main_SGLT2I main_Acute renal failure,truven_mdcd_2359_20230215,propWithAgeAtFirstObs,17953950,0.509274991674689,age 18 - age 100,1,0.01,pass,0
20,DPP4I main_SGLT2I main_Acute renal failure,truven_mdcd_2359_20230215,propWithEthnicityCriteria,35253950,1.00000028365624,"0, 38003563",1,0.05,pass,0
20,DPP4I main_SGLT2I main_Acute renal failure,truven_mdcd_2359_20230215,propWithGenderCriteria,35253940,1,"8507, 8532",1,0.05,pass,0
20,DPP4I main_SGLT2I main_Acute renal failure,truven_mdcd_2359_20230215,propWithLongitudinalCriteria,30030910,0.85184549585096,365  days,1,0.05,pass,0
20,DPP4I main_SGLT2I main_Acute renal failure,truven_mdcd_2359_20230215,propWithRaceCriteria,35253950,1.00000028365624,"8527, 8516, 0",1,0.05,pass,0
20,DPP4I main_SGLT2I main_Acute renal failure,truven_mdcd_2359_20230215,propWithRequiredComparatorConcepts,171320,0.00485959867180803,SGLT2I main,2,0,pass,0
20,DPP4I main_SGLT2I main_Acute renal failure,truven_mdcd_2359_20230215,propWithRequiredDomain,24765830,0.702498217220543,"condition, drug",1,0.05,pass,0
20,DPP4I main_SGLT2I main_Acute renal failure,truven_mdcd_2359_20230215,propWithRequiredOutcomeConcepts,1336350,0.0379064013837886,Acute renal failure,2,0,pass,0
20,DPP4I main_SGLT2I main_Acute renal failure,truven_mdcd_2359_20230215,propWithRequiredTargetConcepts,249690,0.00708261261010826,DPP4I main,2,0,pass,0
20,DPP4I main_SGLT2I main_Acute renal failure,truven_mdcd_2359_20230215,minSampleSize,36976,0.00104885299492839,> 1000,1,0,pass,0
20,DPP4I main_SGLT2I main_Acute renal failure,truven_mdcd_2359_20230215,maxSampleSize,171320,0.00485959867180803,> 1000,1,1000,pass,0
21,DPP4I main_SU main_Acute renal failure,truven_mdcd_2359_20230215,propWithCalendarTime,35253996.0113345,1.00000158879644,200601-202206,1,0.05,pass,0
21,DPP4I main_SU main_Acute renal failure,truven_mdcd_2359_20230215,propInAgeRange,24966780,0.708198289325959,age 18 - age 100,1,0.05,pass,0
21,DPP4I main_SU main_Acute renal failure,truven_mdcd_2359_20230215,propWithAgeAtFirstObs,17953950,0.509274991674689,age 18 - age 100,1,0.01,pass,0
21,DPP4I main_SU main_Acute renal failure,truven_mdcd_2359_20230215,propWithEthnicityCriteria,35253950,1.00000028365624,"0, 38003563",1,0.05,pass,0
21,DPP4I main_SU main_Acute renal failure,truven_mdcd_2359_20230215,propWithGenderCriteria,35253940,1,"8507, 8532",1,0.05,pass,0
21,DPP4I main_SU main_Acute renal failure,truven_mdcd_2359_20230215,propWithLongitudinalCriteria,30030910,0.85184549585096,365  days,1,0.05,pass,0
21,DPP4I main_SU main_Acute renal failure,truven_mdcd_2359_20230215,propWithRaceCriteria,35253950,1.00000028365624,"8527, 8516, 0",1,0.05,pass,0
21,DPP4I main_SU main_Acute renal failure,truven_mdcd_2359_20230215,propWithRequiredComparatorConcepts,664520,0.0188495243368543,SU main,2,0,pass,0
21,DPP4I main_SU main_Acute renal failure,truven_mdcd_2359_20230215,propWithRequiredDomain,24765830,0.702498217220543,"condition, drug",1,0.05,pass,0
21,DPP4I main_SU main_Acute renal failure,truven_mdcd_2359_20230215,propWithRequiredOutcomeConcepts,1336350,0.0379064013837886,Acute renal failure,2,0,pass,0
21,DPP4I main_SU main_Acute renal failure,truven_mdcd_2359_20230215,propWithRequiredTargetConcepts,249690,0.00708261261010826,DPP4I main,2,0,pass,0
21,DPP4I main_SU main_Acute renal failure,truven_mdcd_2359_20230215,minSampleSize,53891,0.00152864875264809,> 1000,1,0,pass,0
21,DPP4I main_SU main_Acute renal failure,truven_mdcd_2359_20230215,maxSampleSize,249690,0.00708261261010826,> 1000,1,1000,pass,0
22,GLP1RA main_SGLT2I main_Acute renal failure,truven_mdcd_2359_20230215,propWithCalendarTime,35253996.0113345,1.00000158879644,200601-202206,1,0.05,pass,0
22,GLP1RA main_SGLT2I main_Acute renal failure,truven_mdcd_2359_20230215,propInAgeRange,24966780,0.708198289325959,age 18 - age 100,1,0.05,pass,0
22,GLP1RA main_SGLT2I main_Acute renal failure,truven_mdcd_2359_20230215,propWithAgeAtFirstObs,17953950,0.509274991674689,age 18 - age 100,1,0.01,pass,0
22,GLP1RA main_SGLT2I main_Acute renal failure,truven_mdcd_2359_20230215,propWithEthnicityCriteria,35253950,1.00000028365624,"0, 38003563",1,0.05,pass,0
22,GLP1RA main_SGLT2I main_Acute renal failure,truven_mdcd_2359_20230215,propWithGenderCriteria,35253940,1,"8507, 8532",1,0.05,pass,0
22,GLP1RA main_SGLT2I main_Acute renal failure,truven_mdcd_2359_20230215,propWithLongitudinalCriteria,30030910,0.85184549585096,365  days,1,0.05,pass,0
22,GLP1RA main_SGLT2I main_Acute renal failure,truven_mdcd_2359_20230215,propWithRaceCriteria,35253950,1.00000028365624,"8527, 8516, 0",1,0.05,pass,0
22,GLP1RA main_SGLT2I main_Acute renal failure,truven_mdcd_2359_20230215,propWithRequiredComparatorConcepts,171320,0.00485959867180803,SGLT2I main,2,0,pass,0
22,GLP1RA main_SGLT2I main_Acute renal failure,truven_mdcd_2359_20230215,propWithRequiredDomain,24765830,0.702498217220543,"condition, drug",1,0.05,pass,0
22,GLP1RA main_SGLT2I main_Acute renal failure,truven_mdcd_2359_20230215,propWithRequiredOutcomeConcepts,1336350,0.0379064013837886,Acute renal failure,2,0,pass,0
22,GLP1RA main_SGLT2I main_Acute renal failure,truven_mdcd_2359_20230215,propWithRequiredTargetConcepts,269180,0.00763545861824239,GLP1RA main,2,0,pass,0
22,GLP1RA main_SGLT2I main_Acute renal failure,truven_mdcd_2359_20230215,minSampleSize,36976,0.00104885299492839,> 1000,1,0,pass,0
22,GLP1RA main_SGLT2I main_Acute renal failure,truven_mdcd_2359_20230215,maxSampleSize,171320,0.00485959867180803,> 1000,1,1000,pass,0
23,GLP1RA main_SU main_Acute renal failure,truven_mdcd_2359_20230215,propWithCalendarTime,35253996.0113345,1.00000158879644,200601-202206,1,0.05,pass,0
23,GLP1RA main_SU main_Acute renal failure,truven_mdcd_2359_20230215,propInAgeRange,24966780,0.708198289325959,age 18 - age 100,1,0.05,pass,0
23,GLP1RA main_SU main_Acute renal failure,truven_mdcd_2359_20230215,propWithAgeAtFirstObs,17953950,0.509274991674689,age 18 - age 100,1,0.01,pass,0
23,GLP1RA main_SU main_Acute renal failure,truven_mdcd_2359_20230215,propWithEthnicityCriteria,35253950,1.00000028365624,"0, 38003563",1,0.05,pass,0
23,GLP1RA main_SU main_Acute renal failure,truven_mdcd_2359_20230215,propWithGenderCriteria,35253940,1,"8507, 8532",1,0.05,pass,0
23,GLP1RA main_SU main_Acute renal failure,truven_mdcd_2359_20230215,propWithLongitudinalCriteria,30030910,0.85184549585096,365  days,1,0.05,pass,0
23,GLP1RA main_SU main_Acute renal failure,truven_mdcd_2359_20230215,propWithRaceCriteria,35253950,1.00000028365624,"8527, 8516, 0",1,0.05,pass,0
23,GLP1RA main_SU main_Acute renal failure,truven_mdcd_2359_20230215,propWithRequiredComparatorConcepts,664520,0.0188495243368543,SU main,2,0,pass,0
23,GLP1RA main_SU main_Acute renal failure,truven_mdcd_2359_20230215,propWithRequiredDomain,24765830,0.702498217220543,"condition, drug",1,0.05,pass,0
23,GLP1RA main_SU main_Acute renal failure,truven_mdcd_2359_20230215,propWithRequiredOutcomeConcepts,1336350,0.0379064013837886,Acute renal failure,2,0,pass,0
23,GLP1RA main_SU main_Acute renal failure,truven_mdcd_2359_20230215,propWithRequiredTargetConcepts,269180,0.00763545861824239,GLP1RA main,2,0,pass,0
23,GLP1RA main_SU main_Acute renal failure,truven_mdcd_2359_20230215,minSampleSize,58097,0.00164797016795952,> 1000,1,0,pass,0
23,GLP1RA main_SU main_Acute renal failure,truven_mdcd_2359_20230215,maxSampleSize,269180,0.00763545861824239,> 1000,1,1000,pass,0
24,SGLT2I main_SU main_Acute renal failure,truven_mdcd_2359_20230215,propWithCalendarTime,35253996.0113345,1.00000158879644,200601-202206,1,0.05,pass,0
24,SGLT2I main_SU main_Acute renal failure,truven_mdcd_2359_20230215,propInAgeRange,24966780,0.708198289325959,age 18 - age 100,1,0.05,pass,0
24,SGLT2I main_SU main_Acute renal failure,truven_mdcd_2359_20230215,propWithAgeAtFirstObs,17953950,0.509274991674689,age 18 - age 100,1,0.01,pass,0
24,SGLT2I main_SU main_Acute renal failure,truven_mdcd_2359_20230215,propWithEthnicityCriteria,35253950,1.00000028365624,"0, 38003563",1,0.05,pass,0
24,SGLT2I main_SU main_Acute renal failure,truven_mdcd_2359_20230215,propWithGenderCriteria,35253940,1,"8507, 8532",1,0.05,pass,0
24,SGLT2I main_SU main_Acute renal failure,truven_mdcd_2359_20230215,propWithLongitudinalCriteria,30030910,0.85184549585096,365  days,1,0.05,pass,0
24,SGLT2I main_SU main_Acute renal failure,truven_mdcd_2359_20230215,propWithRaceCriteria,35253950,1.00000028365624,"8527, 8516, 0",1,0.05,pass,0
24,SGLT2I main_SU main_Acute renal failure,truven_mdcd_2359_20230215,propWithRequiredComparatorConcepts,664520,0.0188495243368543,SU main,2,0,pass,0
24,SGLT2I main_SU main_Acute renal failure,truven_mdcd_2359_20230215,propWithRequiredDomain,24765830,0.702498217220543,"condition, drug",1,0.05,pass,0
24,SGLT2I main_SU main_Acute renal failure,truven_mdcd_2359_20230215,propWithRequiredOutcomeConcepts,1336350,0.0379064013837886,Acute renal failure,2,0,pass,0
24,SGLT2I main_SU main_Acute renal failure,truven_mdcd_2359_20230215,propWithRequiredTargetConcepts,171320,0.00485959867180803,SGLT2I main,2,0,pass,0
24,SGLT2I main_SU main_Acute renal failure,truven_mdcd_2359_20230215,minSampleSize,36976,0.00104885299492839,> 1000,1,0,pass,0
